ds,y
2024-04-11 21:41:49.194799,173
2024-04-11 21:45:59.194799,166
2024-04-11 21:50:09.194799,185
2024-04-11 21:54:19.194799,154
2024-04-11 21:58:29.194799,174
2024-04-11 22:02:39.194799,182
2024-04-11 22:06:49.194799,191
2024-04-11 22:10:59.194799,193
2024-04-11 22:15:09.194799,199
2024-04-11 22:19:19.194799,150
2024-04-11 22:23:29.194799,177
2024-04-11 22:27:39.194799,184
2024-04-11 22:31:49.194799,197
2024-04-11 22:35:59.194799,176
2024-04-11 22:40:09.194799,175
2024-04-11 22:44:19.194799,193
2024-04-11 22:48:29.194799,180
2024-04-11 22:52:39.194799,178
2024-04-11 22:56:49.194799,143
2024-04-11 23:00:59.194799,160
2024-04-11 23:05:09.194799,150
2024-04-11 23:09:19.194799,194
2024-04-11 23:13:29.194799,179
2024-04-11 23:17:39.194799,161
2024-04-11 23:21:49.194799,171
2024-04-11 23:25:59.194799,188
2024-04-11 23:30:09.194799,233
2024-04-11 23:34:19.194799,192
2024-04-11 23:38:29.194799,221
2024-04-11 23:42:39.194799,205
2024-04-11 23:46:49.194799,216
2024-04-11 23:50:59.194799,199
2024-04-11 23:55:09.194799,199
2024-04-11 23:59:19.194799,205
2024-04-12 00:03:29.194799,192
2024-04-12 00:07:39.194799,233
2024-04-12 00:11:49.194799,215
2024-04-12 00:15:59.194799,156
2024-04-12 00:20:09.194799,154
2024-04-12 00:24:19.194799,169
2024-04-12 00:28:29.194799,187
2024-04-12 00:32:39.194799,154
2024-04-12 00:36:49.194799,192
2024-04-12 00:40:59.194799,179
2024-04-12 00:45:09.194799,212
2024-04-12 00:49:19.194799,183
2024-04-12 00:53:29.194799,215
2024-04-12 00:57:39.194799,183
2024-04-12 01:01:49.194799,207
2024-04-12 01:05:59.194799,168
2024-04-12 01:10:09.194799,206
2024-04-12 01:14:19.194799,200
2024-04-12 01:18:29.194799,181
2024-04-12 01:22:39.194799,217
2024-04-12 01:26:49.194799,195
2024-04-12 01:30:59.194799,202
2024-04-12 01:35:09.194799,224
2024-04-12 01:39:19.194799,210
2024-04-12 01:43:29.194799,199
2024-04-12 01:47:39.194799,208
2024-04-12 01:51:49.194799,184
2024-04-12 01:55:59.194799,179
2024-04-12 02:00:09.194799,226
2024-04-12 02:04:19.194799,164
2024-04-12 02:08:29.194799,192
2024-04-12 02:12:39.194799,159
2024-04-12 02:16:49.194799,228
2024-04-12 02:20:59.194799,180
2024-04-12 02:25:09.194799,188
2024-04-12 02:29:19.194799,187
2024-04-12 02:33:29.194799,176
2024-04-12 02:37:39.194799,175
2024-04-12 02:41:49.194799,175
2024-04-12 02:45:59.194799,181
2024-04-12 02:50:09.194799,190
2024-04-12 02:54:19.194799,203
2024-04-12 02:58:29.194799,201
2024-04-12 03:02:39.194799,197
2024-04-12 03:06:49.194799,206
2024-04-12 03:10:59.194799,179
2024-04-12 03:15:09.194799,184
2024-04-12 03:19:19.194799,178
2024-04-12 03:23:29.194799,207
2024-04-12 03:27:39.194799,137
2024-04-12 03:31:49.194799,194
2024-04-12 03:35:59.194799,200
2024-04-12 03:40:09.194799,182
2024-04-12 03:44:19.194799,182
2024-04-12 03:48:29.194799,177
2024-04-12 03:52:39.194799,149
2024-04-12 03:56:49.194799,177
2024-04-12 04:00:59.194799,185
2024-04-12 04:05:09.194799,183
2024-04-12 04:09:19.194799,176
2024-04-12 04:13:29.194799,163
2024-04-12 04:17:39.194799,210
2024-04-12 04:21:49.194799,152
2024-04-12 04:25:59.194799,187
2024-04-12 04:30:09.194799,153
2024-04-12 04:34:19.194799,191
2024-04-12 04:38:29.194799,152
2024-04-12 04:42:39.194799,187
2024-04-12 04:46:49.194799,161
2024-04-12 04:50:59.194799,189
2024-04-12 04:55:09.194799,177
2024-04-12 04:59:19.194799,201
2024-04-12 05:03:29.194799,163
2024-04-12 05:07:39.194799,189
2024-04-12 05:11:49.194799,183
2024-04-12 05:15:59.194799,198
2024-04-12 05:20:09.194799,195
2024-04-12 05:24:19.194799,143
2024-04-12 05:28:29.194799,242
2024-04-12 05:32:39.194799,189
2024-04-12 05:36:49.194799,187
2024-04-12 05:40:59.194799,201
2024-04-12 05:45:09.194799,159
2024-04-12 05:49:19.194799,195
2024-04-12 05:53:29.194799,191
2024-04-12 05:57:39.194799,190
2024-04-12 06:01:49.194799,186
2024-04-12 06:05:59.194799,185
2024-04-12 06:10:09.194799,182
2024-04-12 06:14:19.194799,185
2024-04-12 06:18:29.194799,218
2024-04-12 06:22:39.194799,180
2024-04-12 06:26:49.194799,173
2024-04-12 06:30:59.194799,184
2024-04-12 06:35:09.194799,179
2024-04-12 06:39:19.194799,186
2024-04-12 06:43:29.194799,153
2024-04-12 06:47:39.194799,170
2024-04-12 06:51:49.194799,173
2024-04-12 06:55:59.194799,177
2024-04-12 07:00:09.194799,155
2024-04-12 07:04:19.194799,208
2024-04-12 07:08:29.194799,152
2024-04-12 07:12:39.194799,161
2024-04-12 07:16:49.194799,186
2024-04-12 07:20:59.194799,163
2024-04-12 07:25:09.194799,172
2024-04-12 07:29:19.194799,187
2024-04-12 07:33:29.194799,161
2024-04-12 07:37:39.194799,159
2024-04-12 07:41:49.194799,182
2024-04-12 07:45:59.194799,203
2024-04-12 07:50:09.194799,176
2024-04-12 07:54:19.194799,148
2024-04-12 07:58:29.194799,176
2024-04-12 08:02:39.194799,169
2024-04-12 08:06:49.194799,171
2024-04-12 08:10:59.194799,179
2024-04-12 08:15:09.194799,177
2024-04-12 08:19:19.194799,191
2024-04-12 08:23:29.194799,198
2024-04-12 08:27:39.194799,178
2024-04-12 08:31:49.194799,183
2024-04-12 08:35:59.194799,160
2024-04-12 08:40:09.194799,179
2024-04-12 08:44:19.194799,201
2024-04-12 08:48:29.194799,189
2024-04-12 08:52:39.194799,183
2024-04-12 08:56:49.194799,162
2024-04-12 09:00:59.194799,187
2024-04-12 09:05:09.194799,196
2024-04-12 09:09:19.194799,158
2024-04-12 09:13:29.194799,187
2024-04-12 09:17:39.194799,185
2024-04-12 09:21:49.194799,169
2024-04-12 09:25:59.194799,202
2024-04-12 09:30:09.194799,136
2024-04-12 09:34:19.194799,188
2024-04-12 09:38:29.194799,153
2024-04-12 09:42:39.194799,171
2024-04-12 09:46:49.194799,206
2024-04-12 09:50:59.194799,172
2024-04-12 09:55:09.194799,141
2024-04-12 09:59:19.194799,158
2024-04-12 10:03:29.194799,158
2024-04-12 10:07:39.194799,194
2024-04-12 10:11:49.194799,171
2024-04-12 10:15:59.194799,184
2024-04-12 10:20:09.194799,173
2024-04-12 10:24:19.194799,175
2024-04-12 10:28:29.194799,193
2024-04-12 10:32:39.194799,168
2024-04-12 10:36:49.194799,167
2024-04-12 10:40:59.194799,184
2024-04-12 10:45:09.194799,157
2024-04-12 10:49:19.194799,184
2024-04-12 10:53:29.194799,175
2024-04-12 10:57:39.194799,200
2024-04-12 11:01:49.194799,170
2024-04-12 11:05:59.194799,194
2024-04-12 11:10:09.194799,195
2024-04-12 11:14:19.194799,185
2024-04-12 11:18:29.194799,197
2024-04-12 11:22:39.194799,158
2024-04-12 11:26:49.194799,195
2024-04-12 11:30:59.194799,186
2024-04-12 11:35:09.194799,191
2024-04-12 11:39:19.194799,210
2024-04-12 11:43:29.194799,187
2024-04-12 11:47:39.194799,211
2024-04-12 11:51:49.194799,215
2024-04-12 11:55:59.194799,170
2024-04-12 12:00:09.194799,208
2024-04-12 12:04:19.194799,204
2024-04-12 12:08:29.194799,194
2024-04-12 12:12:39.194799,199
2024-04-12 12:16:49.194799,185
2024-04-12 12:20:59.194799,215
2024-04-12 12:25:09.194799,191
2024-04-12 12:29:19.194799,215
2024-04-12 12:33:29.194799,181
2024-04-12 12:37:39.194799,133
2024-04-12 12:41:49.194799,171
2024-04-12 12:45:59.194799,181
2024-04-12 12:50:09.194799,173
2024-04-12 12:54:19.194799,171
2024-04-12 12:58:29.194799,183
2024-04-12 13:02:39.194799,157
2024-04-12 13:06:49.194799,184
2024-04-12 13:10:59.194799,203
2024-04-12 13:15:09.194799,203
2024-04-12 13:19:19.194799,165
2024-04-12 13:23:29.194799,173
2024-04-12 13:27:39.194799,195
2024-04-12 13:31:49.194799,187
2024-04-12 13:35:59.194799,176
2024-04-12 13:40:09.194799,206
2024-04-12 13:44:19.194799,211
2024-04-12 13:48:29.194799,191
2024-04-12 13:52:39.194799,193
2024-04-12 13:56:49.194799,174
2024-04-12 14:00:59.194799,215
2024-04-12 14:05:09.194799,198
2024-04-12 14:09:19.194799,191
2024-04-12 14:13:29.194799,181
2024-04-12 14:17:39.194799,198
2024-04-12 14:21:49.194799,195
2024-04-12 14:25:59.194799,214
2024-04-12 14:30:09.194799,209
2024-04-12 14:34:19.194799,185
2024-04-12 14:38:29.194799,195
2024-04-12 14:42:39.194799,223
2024-04-12 14:46:49.194799,193
2024-04-12 14:50:59.194799,207
2024-04-12 14:55:09.194799,177
2024-04-12 14:59:19.194799,180
2024-04-12 15:03:29.194799,184
2024-04-12 15:07:39.194799,193
2024-04-12 15:11:49.194799,204
2024-04-12 15:15:59.194799,205
2024-04-12 15:20:09.194799,195
2024-04-12 15:24:19.194799,190
2024-04-12 15:28:29.194799,192
2024-04-12 15:32:39.194799,200
2024-04-12 15:36:49.194799,200
2024-04-12 15:40:59.194799,198
2024-04-12 15:45:09.194799,181
2024-04-12 15:49:19.194799,179
2024-04-12 15:53:29.194799,182
2024-04-12 15:57:39.194799,187
2024-04-12 16:01:49.194799,179
2024-04-12 16:05:59.194799,165
2024-04-12 16:10:09.194799,188
2024-04-12 16:14:19.194799,166
2024-04-12 16:18:29.194799,166
2024-04-12 16:22:39.194799,197
2024-04-12 16:26:49.194799,191
2024-04-12 16:30:59.194799,167
2024-04-12 16:35:09.194799,208
2024-04-12 16:39:19.194799,164
2024-04-12 16:43:29.194799,170
2024-04-12 16:47:39.194799,165
2024-04-12 16:51:49.194799,170
2024-04-12 16:55:59.194799,172
2024-04-12 17:00:09.194799,177
2024-04-12 17:04:19.194799,183
2024-04-12 17:08:29.194799,175
2024-04-12 17:12:39.194799,189
2024-04-12 17:16:49.194799,201
2024-04-12 17:20:59.194799,175
2024-04-12 17:25:09.194799,177
2024-04-12 17:29:19.194799,176
2024-04-12 17:33:29.194799,168
2024-04-12 17:37:39.194799,187
2024-04-12 17:41:49.194799,202
2024-04-12 17:45:59.194799,176
2024-04-12 17:50:09.194799,200
2024-04-12 17:54:19.194799,187
2024-04-12 17:58:29.194799,233
2024-04-12 18:02:39.194799,196
2024-04-12 18:06:49.194799,197
2024-04-12 18:10:59.194799,163
2024-04-12 18:15:09.194799,201
2024-04-12 18:19:19.194799,209
2024-04-12 18:23:29.194799,218
2024-04-12 18:27:39.194799,220
2024-04-12 18:31:49.194799,189
2024-04-12 18:35:59.194799,164
2024-04-12 18:40:09.194799,215
2024-04-12 18:44:19.194799,185
2024-04-12 18:48:29.194799,176
2024-04-12 18:52:39.194799,187
2024-04-12 18:56:49.194799,177
2024-04-12 19:00:59.194799,191
2024-04-12 19:05:09.194799,172
2024-04-12 19:09:19.194799,210
2024-04-12 19:13:29.194799,210
2024-04-12 19:17:39.194799,239
2024-04-12 19:21:49.194799,177
2024-04-12 19:25:59.194799,172
2024-04-12 19:30:09.194799,191
2024-04-12 19:34:19.194799,167
2024-04-12 19:38:29.194799,182
2024-04-12 19:42:39.194799,178
2024-04-12 19:46:49.194799,167
2024-04-12 19:50:59.194799,192
2024-04-12 19:55:09.194799,173
2024-04-12 19:59:19.194799,177
2024-04-12 20:03:29.194799,165
2024-04-12 20:07:39.194799,170
2024-04-12 20:11:49.194799,163
2024-04-12 20:15:59.194799,164
2024-04-12 20:20:09.194799,187
2024-04-12 20:24:19.194799,191
2024-04-12 20:28:29.194799,207
2024-04-12 20:32:39.194799,201
2024-04-12 20:36:49.194799,215
2024-04-12 20:40:59.194799,202
2024-04-12 20:45:09.194799,205
2024-04-12 20:49:19.194799,152
2024-04-12 20:53:29.194799,182
2024-04-12 20:57:39.194799,203
2024-04-12 21:01:49.194799,210
2024-04-12 21:05:59.194799,240
2024-04-12 21:10:09.194799,186
2024-04-12 21:14:19.194799,204
2024-04-12 21:18:29.194799,227
2024-04-12 21:22:39.194799,215
2024-04-12 21:26:49.194799,190
2024-04-12 21:30:59.194799,224
2024-04-12 21:35:09.194799,167
2024-04-12 21:39:19.194799,171
2024-04-12 21:43:29.194799,189
2024-04-12 21:47:39.194799,191
2024-04-12 21:51:49.194799,167
2024-04-12 21:55:59.194799,203
2024-04-12 22:00:09.194799,156
2024-04-12 22:04:19.194799,192
2024-04-12 22:08:29.194799,966
2024-04-12 22:12:39.194799,336
2024-04-12 22:16:49.194799,184
2024-04-12 22:20:59.194799,201
2024-04-12 22:25:09.194799,192
2024-04-12 22:29:19.194799,204
2024-04-12 22:33:29.194799,187
2024-04-12 22:37:39.194799,171
2024-04-12 22:41:49.194799,205
2024-04-12 22:45:59.194799,181
2024-04-12 22:50:09.194799,191
2024-04-12 22:54:19.194799,167
2024-04-12 22:58:29.194799,205
2024-04-12 23:02:39.194799,201
2024-04-12 23:06:49.194799,184
2024-04-12 23:10:59.194799,168
2024-04-12 23:15:09.194799,161
2024-04-12 23:19:19.194799,0
2024-04-12 23:23:29.194799,3
2024-04-12 23:27:39.194799,1
2024-04-12 23:31:49.194799,9
2024-04-12 23:35:59.194799,53
2024-04-12 23:40:09.194799,193
2024-04-12 23:44:19.194799,203
2024-04-12 23:48:29.194799,203
2024-04-12 23:52:39.194799,195
2024-04-12 23:56:49.194799,205
2024-04-13 00:00:59.194799,194
2024-04-13 00:05:09.194799,212
2024-04-13 00:09:19.194799,203
2024-04-13 00:13:29.194799,200
2024-04-13 00:17:39.194799,198
2024-04-13 00:21:49.194799,199
2024-04-13 00:25:59.194799,192
2024-04-13 00:30:09.194799,202
2024-04-13 00:34:19.194799,196
2024-04-13 00:38:29.194799,197
2024-04-13 00:42:39.194799,201
2024-04-13 00:46:49.194799,215
2024-04-13 00:50:59.194799,201
2024-04-13 00:55:09.194799,195
2024-04-13 00:59:19.194799,201
2024-04-13 01:03:29.194799,200
2024-04-13 01:07:39.194799,198
2024-04-13 01:11:49.194799,194
2024-04-13 01:15:59.194799,212
2024-04-13 01:20:09.194799,200
2024-04-13 01:24:19.194799,193
2024-04-13 01:28:29.194799,217
2024-04-13 01:32:39.194799,192
2024-04-13 01:36:49.194799,201
2024-04-13 01:40:59.194799,196
2024-04-13 01:45:09.194799,195
2024-04-13 01:49:19.194799,200
2024-04-13 01:53:29.194799,203
2024-04-13 01:57:39.194799,196
2024-04-13 02:01:49.194799,195
2024-04-13 02:05:59.194799,195
2024-04-13 02:10:09.194799,217
2024-04-13 02:14:19.194799,199
2024-04-13 02:18:29.194799,203
2024-04-13 02:22:39.194799,204
2024-04-13 02:26:49.194799,191
2024-04-13 02:30:59.194799,205
2024-04-13 02:35:09.194799,191
2024-04-13 02:39:19.194799,200
2024-04-13 02:43:29.194799,193
2024-04-13 02:47:39.194799,209
2024-04-13 02:51:49.194799,201
2024-04-13 02:55:59.194799,201
2024-04-13 03:00:09.194799,191
2024-04-13 03:04:19.194799,195
2024-04-13 03:08:29.194799,185
2024-04-13 03:12:39.194799,198
2024-04-13 03:16:49.194799,185
2024-04-13 03:20:59.194799,196
2024-04-13 03:25:09.194799,185
2024-04-13 03:29:19.194799,199
2024-04-13 03:33:29.194799,141
2024-04-13 03:37:39.194799,181
2024-04-13 03:41:49.194799,189
2024-04-13 03:45:59.194799,163
2024-04-13 03:50:09.194799,173
2024-04-13 03:54:19.194799,191
2024-04-13 03:58:29.194799,186
2024-04-13 04:02:39.194799,171
2024-04-13 04:06:49.194799,187
2024-04-13 04:10:59.194799,202
2024-04-13 04:15:09.194799,201
2024-04-13 04:19:19.194799,189
2024-04-13 04:23:29.194799,216
2024-04-13 04:27:39.194799,213
2024-04-13 04:31:49.194799,212
2024-04-13 04:35:59.194799,181
2024-04-13 04:40:09.194799,202
2024-04-13 04:44:19.194799,182
2024-04-13 04:48:29.194799,188
2024-04-13 04:52:39.194799,210
2024-04-13 04:56:49.194799,207
2024-04-13 05:00:59.194799,174
2024-04-13 05:05:09.194799,174
2024-04-13 05:09:19.194799,194
2024-04-13 05:13:29.194799,176
2024-04-13 05:17:39.194799,164
2024-04-13 05:21:49.194799,178
2024-04-13 05:25:59.194799,177
2024-04-13 05:30:09.194799,194
2024-04-13 05:34:19.194799,198
2024-04-13 05:38:29.194799,189
2024-04-13 05:42:39.194799,192
2024-04-13 05:46:49.194799,157
2024-04-13 05:50:59.194799,191
2024-04-13 05:55:09.194799,191
2024-04-13 05:59:19.194799,192
2024-04-13 06:03:29.194799,185
2024-04-13 06:07:39.194799,180
2024-04-13 06:11:49.194799,180
2024-04-13 06:15:59.194799,202
2024-04-13 06:20:09.194799,197
2024-04-13 06:24:19.194799,200
2024-04-13 06:28:29.194799,215
2024-04-13 06:32:39.194799,231
2024-04-13 06:36:49.194799,196
2024-04-13 06:40:59.194799,217
2024-04-13 06:45:09.194799,198
2024-04-13 06:49:19.194799,176
2024-04-13 06:53:29.194799,192
2024-04-13 06:57:39.194799,205
2024-04-13 07:01:49.194799,178
2024-04-13 07:05:59.194799,165
2024-04-13 07:10:09.194799,165
2024-04-13 07:14:19.194799,155
2024-04-13 07:18:29.194799,182
2024-04-13 07:22:39.194799,198
2024-04-13 07:26:49.194799,183
2024-04-13 07:30:59.194799,177
2024-04-13 07:35:09.194799,204
2024-04-13 07:39:19.194799,180
2024-04-13 07:43:29.194799,162
2024-04-13 07:47:39.194799,204
2024-04-13 07:51:49.194799,151
2024-04-13 07:55:59.194799,177
2024-04-13 08:00:09.194799,161
2024-04-13 08:04:19.194799,163
2024-04-13 08:08:29.194799,167
2024-04-13 08:12:39.194799,175
2024-04-13 08:16:49.194799,167
2024-04-13 08:20:59.194799,190
2024-04-13 08:25:09.194799,164
2024-04-13 08:29:19.194799,183
2024-04-13 08:33:29.194799,175
2024-04-13 08:37:39.194799,172
2024-04-13 08:41:49.194799,177
2024-04-13 08:45:59.194799,174
2024-04-13 08:50:09.194799,157
2024-04-13 08:54:19.194799,167
2024-04-13 08:58:29.194799,211
2024-04-13 09:02:39.194799,165
2024-04-13 09:06:49.194799,177
2024-04-13 09:10:59.194799,166
2024-04-13 09:15:09.194799,148
2024-04-13 09:19:19.194799,167
2024-04-13 09:23:29.194799,188
2024-04-13 09:27:39.194799,184
2024-04-13 09:31:49.194799,174
2024-04-13 09:35:59.194799,177
2024-04-13 09:40:09.194799,191
2024-04-13 09:44:19.194799,159
2024-04-13 09:48:29.194799,158
2024-04-13 09:52:39.194799,173
2024-04-13 09:56:49.194799,166
2024-04-13 10:00:59.194799,185
2024-04-13 10:05:09.194799,154
2024-04-13 10:09:19.194799,174
2024-04-13 10:13:29.194799,182
2024-04-13 10:17:39.194799,191
2024-04-13 10:21:49.194799,193
2024-04-13 10:25:59.194799,199
2024-04-13 10:30:09.194799,150
2024-04-13 10:34:19.194799,177
2024-04-13 10:38:29.194799,184
2024-04-13 10:42:39.194799,197
2024-04-13 10:46:49.194799,176
2024-04-13 10:50:59.194799,175
2024-04-13 10:55:09.194799,193
2024-04-13 10:59:19.194799,180
2024-04-13 11:03:29.194799,178
2024-04-13 11:07:39.194799,143
2024-04-13 11:11:49.194799,160
2024-04-13 11:15:59.194799,150
2024-04-13 11:20:09.194799,194
2024-04-13 11:24:19.194799,179
2024-04-13 11:28:29.194799,161
2024-04-13 11:32:39.194799,171
2024-04-13 11:36:49.194799,188
2024-04-13 11:40:59.194799,233
2024-04-13 11:45:09.194799,192
2024-04-13 11:49:19.194799,221
2024-04-13 11:53:29.194799,205
2024-04-13 11:57:39.194799,216
2024-04-13 12:01:49.194799,199
2024-04-13 12:05:59.194799,199
2024-04-13 12:10:09.194799,205
2024-04-13 12:14:19.194799,192
2024-04-13 12:18:29.194799,233
2024-04-13 12:22:39.194799,215
2024-04-13 12:26:49.194799,156
2024-04-13 12:30:59.194799,154
2024-04-13 12:35:09.194799,169
2024-04-13 12:39:19.194799,187
2024-04-13 12:43:29.194799,154
2024-04-13 12:47:39.194799,192
2024-04-13 12:51:49.194799,179
2024-04-13 12:55:59.194799,212
2024-04-13 13:00:09.194799,183
2024-04-13 13:04:19.194799,215
2024-04-13 13:08:29.194799,183
2024-04-13 13:12:39.194799,207
2024-04-13 13:16:49.194799,168
2024-04-13 13:20:59.194799,206
2024-04-13 13:25:09.194799,200
2024-04-13 13:29:19.194799,181
2024-04-13 13:33:29.194799,217
2024-04-13 13:37:39.194799,195
2024-04-13 13:41:49.194799,202
2024-04-13 13:45:59.194799,224
2024-04-13 13:50:09.194799,210
2024-04-13 13:54:19.194799,199
2024-04-13 13:58:29.194799,208
2024-04-13 14:02:39.194799,184
2024-04-13 14:06:49.194799,179
2024-04-13 14:10:59.194799,226
2024-04-13 14:15:09.194799,164
2024-04-13 14:19:19.194799,192
2024-04-13 14:23:29.194799,159
2024-04-13 14:27:39.194799,228
2024-04-13 14:31:49.194799,180
2024-04-13 14:35:59.194799,188
2024-04-13 14:40:09.194799,187
2024-04-13 14:44:19.194799,176
2024-04-13 14:48:29.194799,175
2024-04-13 14:52:39.194799,175
2024-04-13 14:56:49.194799,181
2024-04-13 15:00:59.194799,190
2024-04-13 15:05:09.194799,203
2024-04-13 15:09:19.194799,201
2024-04-13 15:13:29.194799,197
2024-04-13 15:17:39.194799,206
2024-04-13 15:21:49.194799,179
2024-04-13 15:25:59.194799,184
2024-04-13 15:30:09.194799,178
2024-04-13 15:34:19.194799,207
2024-04-13 15:38:29.194799,137
2024-04-13 15:42:39.194799,194
2024-04-13 15:46:49.194799,200
2024-04-13 15:50:59.194799,182
2024-04-13 15:55:09.194799,182
2024-04-13 15:59:19.194799,177
2024-04-13 16:03:29.194799,149
2024-04-13 16:07:39.194799,177
2024-04-13 16:11:49.194799,185
2024-04-13 16:15:59.194799,183
2024-04-13 16:20:09.194799,176
2024-04-13 16:24:19.194799,163
2024-04-13 16:28:29.194799,210
2024-04-13 16:32:39.194799,152
2024-04-13 16:36:49.194799,187
2024-04-13 16:40:59.194799,153
2024-04-13 16:45:09.194799,191
2024-04-13 16:49:19.194799,152
2024-04-13 16:53:29.194799,187
2024-04-13 16:57:39.194799,161
2024-04-13 17:01:49.194799,189
