1,0.000000
2,0.268378
3,0.746001
4,0.762750
5,1.002981
6,3.562779
7,3.578653
8,3.770090
9,3.785283
10,3.969467
11,3.984554
12,4.022281
13,4.073013
14,4.092404
15,4.154312
16,4.173173
17,4.222075
18,4.357007
19,4.372842
20,4.395981
21,4.396062
22,4.399854
23,4.399934
24,4.399961
25,4.408800
26,4.408822
27,4.408946
28,4.408955
29,4.408964
30,4.416736
31,4.416879
32,4.417706
33,4.422218
34,4.430313
35,4.430435
36,4.430636
37,4.430649
38,4.438397
39,4.438576
40,4.462294
41,4.467053
42,4.467073
43,4.467197
44,4.467206
45,4.467329
46,4.467349
47,4.467359
48,4.467597
49,4.467605
50,4.467613
51,4.467637
52,4.467645
53,4.467654
54,4.467662
55,4.477002
56,4.477118
57,4.477155
58,4.477356
59,4.493281
60,4.493302
61,4.493396
62,4.500385
63,4.500520
64,4.500654
65,4.500662
66,4.501507
67,4.506021
68,4.508628
69,4.508712
70,4.513686
71,4.513809
72,4.513978
73,4.514107
74,4.518301
75,4.518453
76,4.518556
77,4.520018
78,4.521915
79,4.541015
80,4.541555
81,4.541566
82,4.541962
83,4.541972
84,4.541980
85,4.541988
86,4.541998
87,4.545747
88,4.562544
89,4.564326
90,4.564529
91,4.564538
92,4.564547
93,4.564557
94,4.564655
95,4.564875
96,4.575795
97,4.584411
98,4.588905
99,4.595506
100,4.595577
101,4.597034
102,4.597190
103,4.597332
104,4.597347
105,4.598824
106,4.598908
107,4.600904
108,4.601677
109,4.601844
110,4.601904
111,4.603412
112,4.605138
113,4.605221
114,4.607609
115,4.607681
116,4.614793
117,4.614937
118,4.629022
119,4.630794
120,4.630876
121,4.632158
122,4.636322
123,4.636414
124,4.636424
125,4.636571
126,4.636579
127,4.636590
128,4.636703
129,4.655132
130,4.655155
131,4.655268
132,4.660998
133,4.661023
134,4.661141
135,4.667764
136,4.673175
137,4.680368
138,4.680730
139,4.680738
140,4.680754
141,4.680771
142,4.683672
143,4.683706
144,4.683790
145,4.683988
146,4.685020
147,4.685019
148,4.685240
149,4.685257
150,4.686792
151,4.687585
152,4.688512
153,4.688644
154,4.688854
155,4.695275
156,4.695880
157,4.705404
158,4.705415
159,4.712312
160,4.713370
161,4.713464
162,4.731921
163,4.732874
164,4.732888
165,4.733016
166,4.751078
167,4.754846
168,4.755598
169,4.766856
170,4.766892
171,4.766913
172,4.766927
173,4.768440
174,4.768456
175,4.768570
176,4.770074
177,4.771698
178,4.771780
179,4.784312
180,4.784327
181,4.784711
182,4.796456
183,4.798755
184,4.799125
185,4.799191
186,4.800444
187,4.801274
188,4.805447
189,4.808109
190,4.808127
191,4.808325
192,4.808343
193,4.808365
194,4.808597
195,4.810186
196,4.812549
197,4.814498
198,4.814794
199,4.830803
200,4.830920
201,4.831530
202,4.831772
203,4.832840
204,4.832929
205,4.833245
206,4.833354
207,4.833362
208,4.834397
209,4.838930
210,4.847020
211,4.847303
212,4.847495
213,4.847516
214,4.847506
215,4.847581
216,4.851645
217,4.851869
218,4.852013
219,4.853367
220,4.855204
221,4.855361
222,4.855481
223,4.855489
224,4.855516
225,4.879002
226,4.897180
227,4.897250
228,4.908659
229,4.908818
230,4.908827
231,4.908858
232,4.908870
233,4.908882
234,4.909080
235,4.917731
236,4.922271
237,4.930689
238,4.930784
239,4.930796
240,4.931231
241,4.931756
242,4.931922
243,4.935106
244,4.935157
245,4.935239
246,4.936176
247,4.936259
248,4.936285
249,4.936428
250,4.936437
251,4.936549
252,4.936831
253,4.936889
254,4.936899
255,4.937633
256,4.938387
257,4.938463
258,4.960185
259,4.960572
260,4.962378
261,4.996546
262,4.996558
263,5.001114
264,5.005608
265,5.013912
266,5.014067
267,5.014091
268,5.014141
269,5.017216
270,5.017326
271,5.017334
272,5.017916
273,5.017931
274,5.018011
275,5.018021
276,5.018309
277,5.018508
278,5.018580
279,5.020031
280,5.021832
281,5.021843
282,5.031469
283,5.033032
284,5.045678
285,5.062585
286,5.084485
287,5.088942
288,5.096294
289,5.096303
290,5.096333
291,5.096347
292,5.096361
293,5.096370
294,5.096384
295,5.096637
296,5.096649
297,5.096660
298,5.096669
299,5.097580
300,5.097591
301,5.097806
302,5.099500
303,5.101661
304,5.101833
305,5.101923
306,5.103361
307,5.105151
308,5.105281
309,5.125045
310,5.125056
311,5.125341
312,5.125641
313,5.125651
314,5.125949
315,5.125960
316,5.126257
317,5.126267
318,5.126531
319,5.126574
320,5.126588
321,5.128988
322,5.131773
323,5.167749
324,5.172360
325,5.172374
326,5.172542
327,5.172575
328,5.173176
329,5.173386
330,5.173537
331,5.173557
332,5.173662
333,5.173676
334,5.173689
335,5.173862
336,5.180379
337,5.180500
338,5.180687
339,5.180784
340,5.184978
341,5.185140
342,5.185393
343,5.186778
344,5.187724
345,5.188391
346,5.188935
347,5.192770
348,5.192876
349,5.192890
350,5.192902
351,5.193173
352,5.193416
353,5.193696
354,5.212351
355,5.217025
356,5.217218
357,5.217486
358,5.217501
359,5.217511
360,5.217651
361,5.217690
362,5.217852
363,5.217863
364,5.231517
365,5.232491
366,5.251097
367,5.255630
368,5.263657
369,5.263788
370,5.263987
371,5.264059
372,5.268351
373,5.268505
374,5.268574
375,5.270094
376,5.270208
377,5.270512
378,5.270521
379,5.270529
380,5.270538
381,5.270545
382,5.270575
383,5.270586
384,5.270597
385,5.270774
386,5.271000
387,5.271781
388,5.271889
389,5.295642
390,5.312815
391,5.331797
392,5.333433
393,5.333482
394,5.333496
395,5.335172
396,5.335239
397,5.335249
398,5.335323
399,5.335372
400,5.335415
401,5.335470
402,5.335653
403,5.335651
404,5.335667
405,5.335758
406,5.335767
407,5.336052
408,5.336338
409,5.336501
410,5.336510
411,5.336589
412,5.338984
413,5.347021
